protein	adipose tissue	adrenal gland	appendix	bone marrow	breast	bronchus	caudate	cerebellum	cerebral cortex	cervix	colon	duodenum	endometrium 1	endometrium 2	epididymis	esophagus	fallopian tube	gallbladder	heart muscle	hippocampus	kidney	liver	lung	lymph node	nasopharynx	oral mucosa	ovary	pancreas	parathyroid gland	placenta	prostate	rectum	salivary gland	seminal vesicle	skeletal muscle	skin 1	skin 2	small intestine	smooth muscle	soft tissue 1	soft tissue 2	spleen	stomach 1	stomach 2	testis	thyroid gland	tonsil	urinary bladder	vagina	nan	hypothalamus	endometrium	hair	retina	lactating breast	skin	thymus	cartilage	eye	pituitary gland	choroid plexus	dorsal raphe	substantia nigra	sole of foot	
ZNF195	2	2	3	2	1	2	2	2	0	2	2	1	2	2	2	2	2	2	1	2	2	1	2	2	2	2	1	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
ITGAL	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	-100	-100	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
PDK2	1	3	0	3	0	3	2	2	1	2	2	2	3	1	2	2	2	3	2	2	0	1	2	2	3	2	2	3	2	1	2	3	1	2	2	0	0	3	1	-100	0	0	3	3	3	2	2	3	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
ITGA3	0	2	0	0	3	2	0	0	0	1	1	3	1	2	2	3	3	3	2	0	3	2	1	0	3	3	1	1	2	2	3	3	1	3	1	0	0	3	2	0	0	0	3	3	2	2	3	3	1	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
ZFX	1	1	2	2	2	1	1	2	0	1	2	2	2	2	2	1	3	3	1	1	2	1	1	2	2	2	1	2	1	3	2	1	1	2	1	2	2	1	1	0	0	1	2	2	1	2	3	1	1	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
LAMP2	2	2	2	2	2	2	2	0	0	2	1	2	2	2	3	2	2	3	1	2	0	2	2	2	2	2	1	2	2	3	3	2	2	2	1	0	0	2	1	1	1	0	2	3	0	2	2	2	2	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
ITGA2B	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
ASB4	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
REX1BD	2	2	0	2	0	1	0	0	1	1	2	2	0	0	0	2	0	1	1	0	3	2	2	0	2	2	1	0	0	1	1	2	2	0	0	2	2	2	3	1	2	0	1	0	2	2	1	1	1	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
CRLF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
OSBPL7	0	1	1	0	1	1	0	0	0	0	1	2	1	1	1	1	1	1	1	0	2	0	1	1	1	1	0	0	1	0	1	2	1	2	2	0	1	2	0	0	0	1	2	2	1	2	0	1	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
TMEM98	2	2	0	2	1	2	2	1	1	2	2	2	1	2	2	1	2	3	2	1	2	2	2	1	2	1	0	2	1	2	2	2	2	2	2	2	2	2	1	2	2	1	2	3	2	3	2	2	2	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
YBX2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
KRT33A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-100	-100	-100	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
MAP3K14	1	2	2	1	2	2	1	2	2	2	1	2	2	1	1	2	2	2	1	1	2	1	1	1	2	2	0	1	2	2	2	2	2	0	2	2	2	2	1	0	0	1	2	2	2	2	2	1	2	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
ABCC8	0	2	1	0	0	0	2	3	1	0	2	1	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	2	1	1	1	1	0	1	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
CACNG3	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
TMEM132A	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1	2	1	2	0	0	0	1	-100	0	0	1	1	1	0	1	0	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
AP2B1	3	2	0	0	0	0	3	3	2	2	1	1	0	1	1	2	0	0	0	3	2	3	0	2	0	1	0	3	2	2	0	0	1	0	1	0	2	1	0	0	0	0	3	2	0	0	0	0	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
TAC1	0	0	0	0	0	1	1	0	2	0	0	2	0	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	3	1	-100	0	0	0	2	0	0	0	0	1	1	0	0	0	0	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
ZNF263	0	1	0	1	1	2	2	2	2	1	2	2	0	1	2	2	1	2	1	2	2	2	1	1	2	2	0	1	1	1	1	2	1	1	2	1	2	2	1	0	0	0	2	2	2	1	1	1	2	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
CX3CL1	1	2	2	1	2	2	2	2	1	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	1	1	0	2	2	2	2	2	2	2	2	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
SPATA20	0	2	0	0	0	1	0	0	1	0	2	1	0	0	2	0	0	2	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	1	2	0	0	0	0	1	0	2	1	0	0	0	0	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
CACNA1G	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
TNFRSF12A	0	2	0	2	0	2	2	0	0	1	1	0	2	2	2	1	2	2	1	2	2	0	1	2	2	1	1	0	-100	3	2	2	1	2	1	0	2	0	1	0	0	2	2	2	1	1	2	2	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
DLX6	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
MAP3K9	0	1	2	2	2	1	2	2	2	2	2	2	1	1	2	0	2	2	0	2	1	2	2	0	2	0	0	0	0	2	1	1	1	1	1	1	1	2	0	0	1	0	2	2	0	1	1	2	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
RALA	1	2	1	1	1	2	1	2	2	1	2	2	1	1	2	1	2	2	2	2	2	1	1	1	2	2	0	1	2	2	2	2	2	1	1	2	1	2	2	1	1	1	2	2	0	1	1	2	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
BAIAP2L1	1	2	2	1	2	0	1	2	0	2	1	3	2	2	1	2	0	3	2	1	0	2	1	2	0	2	0	2	2	2	3	3	2	1	1	1	2	3	1	1	1	1	3	3	2	1	2	3	2	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
KDM7A	1	3	1	3	3	3	2	2	1	3	2	3	1	2	3	3	3	3	0	3	3	3	1	1	3	3	1	0	3	3	3	3	3	2	2	3	3	3	3	0	0	1	1	3	1	2	3	3	3	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
AGK	1	3	2	2	2	3	2	2	2	2	2	2	3	3	2	3	3	2	2	3	3	2	2	3	2	2	2	2	3	2	2	3	3	3	2	2	2	2	2	1	1	3	3	2	0	2	3	3	2	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
ALDH3B1	0	2	0	2	1	3	2	0	0	0	1	2	2	2	2	0	3	2	2	1	2	2	2	0	3	0	0	1	2	2	2	2	0	0	1	0	0	2	2	0	2	0	2	2	2	1	0	2	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
TTC22	2	2	0	3	2	2	2	2	1	2	2	2	2	2	2	2	2	2	0	2	2	2	1	0	2	1	0	1	2	3	2	2	2	2	0	2	2	2	2	2	2	0	2	2	2	2	2	2	2	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
PHTF2	1	2	0	2	0	2	0	2	0	2	3	2	1	2	1	2	2	2	0	0	2	2	1	2	1	1	1	0	2	2	0	-100	2	0	1	0	2	2	1	3	3	0	0	0	2	2	1	1	2	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
FARP2	2	3	0	2	2	3	1	2	1	2	3	3	2	3	3	3	3	3	2	0	2	3	3	2	3	2	0	2	3	3	3	3	3	2	2	3	2	3	2	2	1	1	3	3	3	2	2	2	3	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
USH1C	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	1	0	3	1	1	3	0	1	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	2	0	0	1	0	0	1	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
GGCT	0	3	2	2	2	3	2	2	2	1	2	3	3	3	3	2	2	3	2	1	3	2	1	2	3	1	1	2	3	1	2	3	2	2	2	0	2	3	1	2	2	3	1	3	3	3	2	2	1	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
IFRD1	0	2	1	1	2	2	1	2	3	2	1	2	2	2	2	1	2	2	1	2	2	2	1	2	2	2	2	0	2	2	2	2	1	2	1	1	1	2	2	0	1	1	2	2	2	2	1	2	1	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
COX10	2	2	1	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	3	0	2	2	2	2	2	1	2	2	3	2	2	2	2	2	2	2	2	1	2	2	2	2	2	3	2	2	2	2	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
GTF2IRD1	0	3	0	2	1	2	1	1	2	2	0	3	2	2	2	1	0	3	2	2	1	3	3	2	3	2	0	1	2	1	2	3	2	1	2	2	3	3	2	2	0	0	3	3	3	3	2	2	2	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
PAF1	0	3	2	3	1	2	2	2	3	2	1	2	2	2	2	3	2	3	1	2	2	0	2	2	2	3	0	2	3	3	2	2	2	-100	1	2	2	2	0	0	0	2	2	2	2	2	2	2	2	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
VPS41	1	3	0	2	2	2	0	2	2	1	3	3	2	2	1	1	1	3	2	1	3	2	0	1	3	1	0	2	3	3	3	2	2	3	2	0	1	3	1	0	1	1	2	2	3	3	1	1	1	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
ARHGAP44	1	1	0	0	1	1	2	2	1	0	1	2	0	2	2	1	2	2	1	0	2	0	2	0	1	0	0	1	0	1	1	2	1	1	0	0	1	2	0	0	0	0	2	2	2	1	0	2	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
ELAC2	0	2	1	1	0	2	2	3	0	3	1	3	2	1	2	3	2	3	0	3	2	2	2	1	2	3	0	0	2	3	2	2	0	2	1	2	3	2	0	-100	0	0	2	2	3	3	2	2	2	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
SCIN	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	2	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
ARSD	0	3	3	2	3	3	3	3	2	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	0	2	3	3	3	3	3	3	3	3	3	3	3	0	0	3	3	3	2	3	3	3	3	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
PNPLA4	2	2	1	3	2	1	1	0	1	1	2	2	2	2	2	2	2	2	1	1	2	0	2	2	1	3	1	1	1	2	2	2	2	2	1	2	2	2	1	2	0	2	2	2	2	3	1	-100	1	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
ADIPOR2	0	2	0	0	0	0	1	0	0	0	1	2	0	0	1	1	0	2	2	0	0	0	0	0	0	2	0	1	0	2	0	2	1	0	2	0	2	2	1	0	0	0	2	1	1	2	2	1	1	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
PRSS21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
MARK4	1	3	0	2	2	2	2	1	2	2	0	3	2	2	2	2	2	2	1	2	2	1	2	0	1	2	1	1	2	1	2	2	1	-100	1	2	2	3	1	1	2	0	2	3	2	2	2	2	2	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
PROM1	0	2	0	0	0	0	0	0	0	0	0	0	3	3	2	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	2	1	1	0	2	1	0	0	0	0	2	0	2	0	0	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
CCDC124	2	2	3	3	2	3	2	3	1	2	2	3	3	3	3	2	3	2	2	3	2	2	2	2	2	3	2	2	2	2	2	2	3	3	2	0	0	2	2	2	1	3	3	3	0	2	3	3	2	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
CEACAM21	0	2	1	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	3	2	2	2	3	-100	2	2	1	2	3	3	3	2	2	2	1	2	2	2	1	1	2	1	3	2	2	2	2	2	2	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
PAFAH1B1	2	2	2	1	2	2	2	2	2	2	3	2	2	2	2	2	2	2	1	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	1	1	0	1	2	2	3	2	2	2	2	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
NOS2	0	0	0	1	0	1	1	0	0	0	2	1	0	0	0	0	0	0	1	0	1	1	0	0	3	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
DNAH9	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
BLTP2	0	3	0	1	1	2	3	2	1	0	2	2	1	2	2	2	2	2	2	2	2	0	3	0	2	1	0	2	3	1	1	3	1	2	2	0	1	2	2	0	0	0	3	2	2	2	1	2	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
SLC13A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
GAS7	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
TRAPPC6A	1	3	0	1	1	0	1	2	0	2	1	3	2	2	1	2	0	2	1	1	2	2	2	2	0	-100	0	1	0	2	2	2	3	2	2	2	2	3	0	1	1	0	2	3	3	2	2	1	2	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
MATK	1	1	2	2	1	2	1	0	0	0	0	1	0	0	2	0	0	1	1	0	1	0	2	2	2	0	0	0	0	0	0	2	2	0	2	2	1	1	0	0	0	2	2	2	2	0	0	0	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
CEACAM7	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	1	0	2	0	0	0	0	0	0	0	2	1	0	2	1	1	0	0	1	1	0	0	0	0	1	2	0	0	0	0	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
CD79B	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
ST7L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
TKTL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
PAX6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	-100	-100	-100	-100	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
RPUSD1	2	1	1	2	2	0	1	1	0	1	2	2	1	1	1	1	1	2	1	1	2	2	2	2	0	2	1	1	0	2	1	2	2	1	1	2	1	2	2	2	1	0	1	2	2	1	2	2	1	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
LUC7L	3	3	3	3	3	3	2	2	0	3	3	3	3	2	3	3	3	3	2	3	2	2	0	3	3	3	2	2	2	3	2	3	3	2	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
CACNA2D2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-100	0	0	0	0	0	0	0	0	0	-100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
BAIAP3	0	3	1	2	2	2	2	2	1	0	2	3	3	3	2	1	2	3	1	2	2	1	3	0	2	2	0	2	2	2	3	2	3	1	1	2	1	3	2	0	0	0	3	2	2	2	1	2	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
TSR3	2	3	2	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	2	3	3	2	2	3	3	3	1	3	3	3	3	3	3	3	3	2	3	3	2	2	2	2	3	3	3	3	3	3	3	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
PIGQ	0	2	1	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	1	2	1	2	1	1	2	1	2	2	2	2	2	1	1	1	2	2	0	1	0	2	2	2	2	1	2	1	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
CRAMP1	0	1	0	1	1	2	1	0	0	1	1	0	0	1	1	2	2	2	0	2	1	1	0	0	2	2	0	1	0	1	0	2	0	0	1	1	1	1	1	0	0	0	1	2	3	1	1	1	1	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
TEAD3	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
SELE	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
DNAJC11	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
FMO3	0	1	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	3	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
E2F2	1	1	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	1	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	1	1	1	0	1	1	0	1	1	0	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
PSMB1	1	3	2	2	2	3	2	2	1	2	2	3	3	3	2	2	3	3	1	2	3	2	3	2	3	2	1	2	2	2	2	3	2	2	1	0	0	3	1	1	1	2	3	2	0	2	2	2	2	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
SYN1	0	0	0	0	0	0	0	3	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
JARID2	1	3	2	3	2	3	2	2	0	3	2	2	2	2	3	2	2	2	3	2	3	2	2	2	3	3	2	2	2	3	2	3	3	2	3	2	2	2	3	1	1	2	3	2	2	3	2	2	2	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
CDKL5	1	2	3	3	1	0	1	0	0	3	2	3	2	3	1	3	1	1	1	1	2	1	1	3	3	3	1	1	1	3	1	3	2	1	2	2	3	3	1	1	1	2	3	3	2	2	3	2	3	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
CDK11A	2	3	1	2	2	-100	3	2	0	2	2	1	3	3	2	2	3	3	2	3	2	0	2	1	3	2	1	1	3	2	2	2	2	3	2	2	2	2	1	1	2	0	2	2	3	3	2	2	2	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
NADK	1	2	1	2	2	2	0	0	2	2	2	2	3	3	0	2	0	2	2	1	3	2	2	0	1	1	1	1	2	1	0	1	0	1	0	0	2	2	2	0	0	0	3	2	2	1	2	1	1	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
TFAP2B	0	0	0	0	2	2	0	0	0	3	0	0	0	0	3	3	0	0	0	0	0	0	0	0	2	3	0	0	0	3	1	0	3	1	0	0	0	0	0	0	0	0	1	1	0	0	3	1	3	-100	-100	-100	-100	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
DLEC1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
CYTH3	2	2	1	2	1	1	2	2	1	0	2	0	2	2	1	0	1	1	2	2	1	0	3	1	1	0	2	0	-100	2	0	0	0	0	1	3	1	0	2	2	2	0	1	0	2	2	0	0	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
SYPL1	0	2	3	2	2	2	1	1	1	0	1	3	2	2	2	2	3	3	1	1	3	1	1	2	2	2	1	1	-100	2	2	3	3	2	1	1	1	3	1	0	0	3	3	3	2	2	2	3	1	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
CYB561	0	2	0	2	1	0	2	1	0	0	2	2	1	2	2	1	0	0	1	2	0	0	0	1	0	0	0	2	2	0	2	2	2	2	1	2	1	2	1	0	0	0	2	1	0	1	1	0	1	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
